com.medigy.persist.reference.type.clincial.Icd9.code,shortDescr,mediumDescr,longDescr
641.9,ANTEPART HEMORRAGE UNSPEC,ANTEPARTUM HEMORRAGE UNSPEC,UNSPECIFIED ANTEPARTUM HEMORRHAGE UNSPECIFIED AS TO EPISODE OF CARE
641.91,ANTEPART HEMORRAGE UNSP DEL,ANTEPARTUM HEMORRAGE UNSP DEL,UNSPECIFIED ANTEPARTUM HEMORRHAGE WITH DELIVERY
641.93,ANTEPART HEMORRAGE UNSP ANTE,ANTEPARTUM HEMORRAGE UNSP ANTE,UNSPECIFIED ANTEPARTUM HEMORRHAGE
642,ESSEN HYPERTENSION PREG UNSP,ESSENTIAL HYPERTENSION PREG UNSP,BENIGN ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY CHILDBIRTH AND THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.01,ESSEN HYPERTENSION DELIVERED,ESSENTIAL HYPERTENSION DELIVERED,BENIGN ESSENTIAL HYPERTENSION WITH DELIVERY
642.02,ESSEN HYPERTENSION DEL W CMP,ESSENTIAL HYPERTENSION DEL W CMP,BENIGN ESSENTIAL HYPERTENSION WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.03,ESSEN HYPERTENSION ANTEPART,ESSENTIAL HYPERTENSION ANTEPART,ANTEPARTUM BENIGN ESSENTIAL HYPERTENSION
642.04,ESSEN HYPERTENSION POSTPART,ESSENTIAL HYPERTENSION POSTPART,POSTPARTUM BENIGN ESSENTIAL HYPERTENSION
642.1,RENAL HYPERTENSION PREG UNSP,RENAL HYPERTENSION PREG UNSP,HYPERTENSION SECONDARY TO RENAL DISEASE COMPLICATING PREGNANCY CHILDBIRTH AND THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.11,RENAL HYPERTENSION PG DELIV,RENAL HYPERTENSION PG DELIV,HYPERTENSION SECONDARY TO RENAL DISEASE WITH DELIVERY
642.12,RENAL HYPERTENSION DEL COMP,RENAL HYPERTENSION DEL COMP,HYPERTENSION SECONDARY TO RENAL DISEASE WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.13,RENAL HYPERTENSION ANTEPART,RENAL HYPERTENSION ANTEPART,HYPERTENSION SECONDARY TO RENAL DISEASE ANTEPARTUM
642.14,RENAL HYPERTENSION POSTPART,RENAL HYPERTENSION POSTPART,HYPERTENSION SECONDARY TO RENAL DISEASE POSTPARTUM
642.2,OLD HYPERTENSION PREG UNSPEC,PREEXIST HYPERTENSION PREG UNSPEC,OTHER PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY CHILDBIRTH AND THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.21,OLD HYPERTENSION OT DELIVER,PREEXIST HYPERTENSION OT DELIVER,OTHER PRE-EXISTING HYPERTENSION WITH DELIVERY
642.22,OLD HYPERTENSION DELIV W CMP,PREEXIST HYPERTENSION DELIV W CMP,OTHER PRE-EXISTING HYPERTENSION WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.23,OLD HYPERTENSION OT ANTEPAR,PREEXIST HYPERTENSION OT ANTEPAR,OTHER PRE-EXISTING HYPERTENSION ANTEPARTUM
642.24,OLD HYPERTENSION OT POSTPAR,PREEXIST HYPERTENSION OT POSTPAR,OTHER PRE-EXISTING HYPERTENSION POSTPARTUM
642.3,TRANS HYPERTENSION PREG UNSP,TRANS HYPERTENSION PREGNANCY UNS,TRANSIENT HYPERTENSION OF PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
642.31,TRANS HYPERTENSION DELIVERED,TRANS HYPERTENSION PREGNANCY DEL,TRANSIENT HYPERTENSION OF PREGNANCY WITH DELIVERY
642.32,TRANS HYPERTENSION DEL W CMP,TRANS HYPERTENSION PREGNANCY DEL CM,TRANSIENT HYPERTENSION OF PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.33,TRANS HYPERTENSION ANTEPART,TRANS HYPERTENSION PREGNANCY,ANTEPARTUM TRANSIENT HYPERTENSION
642.34,TRANS HYPERTENSION POSTPART,TRANS HYPERTENSION PREGNANCY PP,POSTPARTUM TRANSIENT HYPERTENSION
642.4,MILD/UNSP PREECLAMPSIA UNS,MILD/UNS PRE ECLAMPSIA UNS EOC,MILD OR UNSPECIFIED PRE-ECLAMPSIA UNSPECIFIED AS TO EPISODE OF CARE
642.41,MILD/UNSP PREECLAMPSIA DEL,MILD/UNS PRE ECLAMPSIA DEL UNS APC,MILD OR UNSPECIFIED PRE-ECLAMPSIA WITH DELIVERY
642.42,MILD PREECLAMPSIA DEL W CMP,MILD/UNS PRE ECLAMPSIA DEL W PPC,MILD OR UNSPECIFIED PRE-ECLAMPSIA WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.43,MILD/UNSP PREECLAMPSIA ANTEP,MILD/UNS PRE ECLAMPSIA AP,MILD OR UNSPECIFIED PRE-ECLAMPSIA ANTEPARTUM
642.44,MILD/UNSP PREECLAMPSIA CMP,MILD/UNS PRE ECLAMPSIA PP,MILD OR UNSPECIFIED PRE-ECLAMPSIA POSTPARTUM
642.5,SEVERE PREECLAMPSIA UNSPEC,SEVERE PRE ECLAMPSIA UNS EOC,SEVERE PRE-ECLAMPSIA UNSPECIFIED AS TO EPISODE OF CARE
642.51,SEVERE PREECLAMPSIA DELIVER,SEVERE PRE ECLAMPSIA DEL UNS APC,SEVERE PRE-ECLAMPSIA WITH DELIVERY
642.52,SEV PREECLAMPSIA DEL W COMP,SEVERE PRE ECLAMPSIA DEL W PPC,SEVERE PRE-ECLAMPSIA WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.53,SEV PREECLAMPSIA ANTEPARTUM,SEVERE PRE ECLAMPSIA AP,SEVERE PRE-ECLAMPSIA ANTEPARTUM
642.54,SEV PREECLAMPSIA POSTPARTUM,SEVERE PRE ECLAMPSIA PP,SEVERE PRE-ECLAMPSIA POSTPARTUM
642.6,ECLAMPSIA UNSP,ECLAMPSIA UNSP,ECLAMPSIA COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.61,ECLAMPSIA DELIVERED,ECLAMPSIA DELIVERED,ECLAMPSIA WITH DELIVERY
642.62,ECLAMPSIA DELIV W POST COMP,ECLAMPSIA DELIV W POST COMP,ECLAMPSIA WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.63,ECLAMPSIA ANTEPARTUM,ECLAMPSIA ANTEPARTUM,ECLAMPSIA ANTEPARTUM
642.64,ECLAMPSIA POSTPARTUM,ECLAMPSIA POSTPARTUM,ECLAMPSIA POSTPARTUM
642.7,ECLAMP W OLD HYPERTEN UNSP,ECLAMPSIA W OLD HYPERTEN UNSP,PRE-ECLAMPSIA OR ECLAMPSIA SUPERIMPOSED ON PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.71,ECLAMP W OLD HYPERTEN DELIV,ECLAMPSIA W OLD HYPERTEN DELIV,PRE-ECLAMPSIA OR ECLAMPSIA SUPERIMPOSED ON PRE-EXISTING HYPERTENSION WITH DELIVERY
642.72,ECLAMP W OLD HYP DEL W P/P,ECLAMPSIA W OLD HYP DEL W P/P,PRE-ECLAMPSIA OR ECLAMPSIA SUPERIMPOSED ON PRE-EXISTING HYPERTENSION WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.73,ECLAMP W OLD HYPER ANTEPART,ECLAMPSIA W OLD HYPER ANTEPART,PRE-ECLAMPSIA OR ECLAMPSIA SUPERIMPOSED ON PRE-EXISTING HYPERTENSION ANTEPARTUM
642.74,ECLAMP W OLD HYPER POSTPART,ECLAMPSIA W OLD HYPER POSTPART,PRE-ECLAMPSIA OR ECLAMPSIA SUPERIMPOSED ON PRE-EXISTING HYPERTENSION POSTPARTUM
642.9,HYPERTENSION PREG UNSP,HYPERTENSION PREGNANCY UNSP,UNSPECIFIED HYPERTENSION COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
642.91,HYPERTENSION UNS DELIVERED,HYPERTENSION UNS DELIVERED,UNSPECIFIED HYPERTENSION WITH DELIVERY
642.92,HYPERTENSION UNS DEL W P/P,HYPERTENSION UNS DEL W P/P,UNSPECIFIED HYPERTENSION WITH DELIVERY WITH POSTPARTUM COMPLICATION
642.93,HYPERTENSION UNS ANTEPARTUM,HYPERTENSION UNS ANTEPARTUM,UNSPECIFIED ANTEPARTUM HYPERTENSION
642.94,HYPERTENSION UNS POSTPARTUM,HYPERTENSION UNS POSTPARTUM,UNSPECIFIED POSTPARTUM HYPERTENSION
643,MILD HYPEREMESIS GRAV UNSPEC,MILD HYPEREMESIS GRAV UNSPEC,MILD HYPEREMESIS GRAVIDARUM UNSPECIFIED AS TO EPISODE OF CARE
643.01,MILD HYPEREMESIS GRAV DELIV,MILD HYPEREMESIS GRAV DELIV,MILD HYPEREMESIS GRAVIDARUM DELIVERED
643.03,MILD HYPEREMESIS ANTEPAR,MILD HYPEREMESIS ANTEPAR,MILD HYPEREMESIS GRAVIDARUM ANTEPARTUM
643.1,HYPEREMESIS W METAB DIS UNSP,HYPEREMESIS W METAB DIS UNSP,HYPEREMESIS GRAVIDARUM WITH METABOLIC DISTURBANCE UNSPECIFIED AS TO EPISODE OF CARE
643.11,HYPEREMESIS W METAB DIS DEL,HYPEREMESIS W METAB DIS DEL,HYPEREMESIS GRAVIDARUM WITH METABOLIC DISTURBANCE DELIVERED
643.13,HYPEREMESIS W METAB ANTEPART,HYPEREMESIS W METAB ANTEPART,HYPEREMESIS GRAVIDARUM WITH METABOLIC DISTURBANCE ANTEPARTUM
643.2,LATE VOMITING OF PREG UNSP,LATE VOMITING OF PREGNANCY UNSP,LATE VOMITING OF PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
643.21,LATE VOMITING OF PREG DELIV,LATE VOMITING OF PREGNANCY DELIV,LATE VOMITING OF PREGNANCY DELIVERED
643.23,LATE VOMITING PREG ANTEPART,LATE VOMITING PREGNANCY ANTEPART,LATE VOMITING OF PREGNANCY ANTEPARTUM
643.8,VOMITING COMPL PREG UNSPEC,VOMITING COMPL PREGNANCY UNSPEC,OTHER VOMITING COMPLICATING PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
643.81,VOMITING COMPL PREG DELIVER,VOMITING COMPL PREGNANCY DELIVER,OTHER VOMITING COMPLICATING PREGNANCY DELIVERED
643.83,VOMITING COMPL PREG ANTEPAR,VOMITING COMPL PREGNANCY ANTEPAR,OTHER VOMITING COMPLICATING PREGNANCY ANTEPARTUM
643.9,VOMITING OF PREG UNSP,VOMITING OF PREGNANCY UNSP,UNSPECIFIED VOMITING OF PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
643.91,VOMITING OF PREG UNSP DEL,VOMITING OF PREGNANCY UNSP DEL,UNSPECIFIED VOMITING OF PREGNANCY DELIVERED
643.93,VOMITING OF PREG UNSP ANTE,VOMITING OF PREGNANCY UNSP ANTE,UNSPECIFIED VOMITING OF PREGNANCY ANTEPARTUM
644,THREATENED PREM LABOR UNSPEC,THREATENED PREM LABOR UNSPEC,THREATENED PREMATURE LABOR UNSPECIFIED AS TO EPISODE OF CARE
644.03,THREATENED PREM LABOR ANTE,THREATENED PREM LABOR ANTE,THREATENED PREMATURE LABOR ANTEPARTUM
644.1,THREATENED LABOR OT UNSPEC,THREATENED LABOR OT UNSPEC,OTHER THREATENED LABOR UNSPECIFIED AS TO EPISODE OF CARE
644.13,THREATENED LABOR OT ANTEPAR,THREATENED LABOR OT ANTEPAR,OTHER THREATENED LABOR ANTEPARTUM
644.2,EARLY ONSET DELIV UNSPEC,EARLY ONSET DELIV UNSPEC,EARLY ONSET OF DELIVERY UNSPECIFIED AS TO EPISODE OF CARE
644.21,EARLY ONSET DELIVERY DEL,EARLY ONSET DELIVERY DEL,EARLY ONSET OF DELIVERY DELIVERED WITH OR WITHOUT ANTEPARTUM CONDITION
645.1,POST TERM PREG UNSPEC,POST TERM PREGNANCY UNSPEC,POST TERM PREGNANCY UNSPECIFIED EPISODE OF CARE
645.11,POST TERM PREG DELIV,POST TERM PREGNANCY DELIV,POST TERM PREGNANCY DELIVERED WITH OR WITHOUT ANTEPARTUM CONDITION
645.13,POST TERM PREG W ANTE COMP,POST TERM PREGNANCY W ANTE COMP,POST TERM PREGNANCY ANTEPARTUM CONDITION OR COMPLICATION
645.2,PROLONG PREG UNSPEC,PROLONG PREGNANCY UNSPEC,PROLONGED PREGNANCY UNSPECIFIED EPISODE OF CARE
645.21,PROLONG PREG DELIV,PROLONG PREGNANCY DELIV,PROLONGED PREGNANCY DELIVERED WITH OR WITHOUT ANTEPARTUM CONDITION
645.23,PROLONG PREG W COMP,PROLONG PREGNANCY W COMP,PROLONGED PREGNANCY ANTEPARTUM CONDITION OR COMPLICATION
646,PAPYRACEOUS FETUS UNSPEC,PAPYRACEOUS FETUS UNSPEC,PAPYRACEOUS FETUS UNSPECIFIED AS TO EPISODE OF CARE
646.01,PAPYRACEOUS FETUS DELIV,PAPYRACEOUS FETUS DELIV,PAPYRACEOUS FETUS DELIVERED WITH OR WITHOUT ANTEPARTUM CONDITION
646.03,PAPYRACEOUS FET ANTEPAR,PAPYRACEOUS FET ANTEPAR,PAPYRACEOUS FETUS ANTEPARTUM
646.1,EDEMA IN PREG UNSPEC,EDEMA IN PREGNANCY UNSPEC,EDEMA OR EXCESSIVE WEIGHT GAIN IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.11,EDEMA IN PREG DELIVERED,EDEMA IN PREGNANCY DELIVERED,EDEMA OR EXCESSIVE WEIGHT GAIN IN PREGNANCY WITH DELIVERY WITH OR WITHOUT ANTEPARTUM COMPLICATION
646.12,EDEMA IN PREG DEL W,EDEMA IN PREGNANCY DEL W,EDEMA OR EXCESSIVE WEIGHT GAIN IN PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.13,EDEMA IN PREG ANTEPARTUM,EDEMA IN PREGNANCY ANTEPARTUM,ANTEPARTUM EDEMA OR EXCESSIVE WEIGHT GAIN
646.14,EDEMA IN PREG POSTPARTUM,EDEMA IN PREGNANCY POSTPARTUM,POSTPARTUM EDEMA OR EXCESSIVE WEIGHT GAIN
646.2,RENAL DIS PREG UNSP UNSP,RENAL DIS PREGNANCY UNSP UNSP,UNSPECIFIED RENAL DISEASE IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.21,RENAL DIS UNSP DELIVERED,RENAL DIS UNSP DELIVERED,UNSPECIFIED RENAL DISEASE IN PREGNANCY WITH DELIVERY
646.22,RENAL DIS UNSP DEL W CMP,RENAL DIS UNSP DEL W CMP,UNSPECIFIED RENAL DISEASE IN PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.23,RENAL DIS UNSP ANTEPARTUM,RENAL DIS UNSP ANTEPARTUM,UNSPECIFIED ANTEPARTUM RENAL DISEASE
646.24,RENAL DIS UNSP POSTPARTUM,RENAL DIS UNSP POSTPARTUM,UNSPECIFIED POSTPARTUM RENAL DISEASE
646.3,HABITUAL ABORTER UNSPEC,HABITUAL ABORTER UNSPEC,HABITUAL ABORTER CURRENTLY PREGNANT UNSPECIFIED AS TO EPISODE OF CARE
646.31,HABITUAL ABORTER DELIVER,HABITUAL ABORTER DELIVER,HABITUAL ABORTER DELIVERED WITH OR WITHOUT ANTEPARTUM CONDITION
646.33,HABITUAL ABORTER ANTEPART,HABITUAL ABORTER ANTEPART,HABITUAL ABORTER ANTEPARTUM CONDITION OR COMPLICATION
646.4,NEURITIS OF PREG UNSPEC,NEURITIS OF PREGNANCY UNSPEC,PERIPHERAL NEURITIS IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.41,NEURITIS DELIVERED,NEURITIS DELIVERED,PERIPHERAL NEURITIS IN PREGNANCY WITH DELIVERY
646.42,NEURITIS DELIVERED W CMP,NEURITIS DELIVERED W CMP,PERIPHERAL NEURITIS IN PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.43,NEURITIS OF PREG ANTEPAR,NEURITIS OF PREGNANCY ANTEPAR,ANTEPARTUM PERIPHERAL NEURITIS
646.44,NEURITIS OF PREG POSTPAR,NEURITIS OF PREGNANCY POSTPAR,POSTPARTUM PERIPHERAL NEURITIS
646.5,BACTERIURIA PREG UNSPEC,BACTERIURIA PREGNANCY UNSPEC,ASYMPTOMATIC BACTERIURIA IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.51,ASYMPT BACTERIURIA DELIVER,ASYMPT BACTERIURIA DELIVER,ASYMPTOMATIC BACTERIURIA IN PREGNANCY WITH DELIVERY
646.52,ASYMPT BACTERURIA DEL W CMP,ASYMPT BACTERURIA DEL W CMP,ASYMPTOMATIC BACTERIURIA IN PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.53,ASYMPT BACTERIURIA ANTEPART,ASYMPT BACTERIURIA ANTEPART,ANTEPARTUM ASYMPTOMATIC BACTERIURIA
646.54,ASYMPT BACTERIURIA POSTPART,ASYMPT BACTERIURIA POSTPART,POSTPARTUM ASYMPTOMATIC BACTERIURIA
646.6,GU INFECTION IN PREG UNSPEC,GU INFECTION IN PREGNANCY UNSPEC,INFECTIONS OF GENITOURINARY TRACT IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.61,GU INFECTION DELIVERED,GU INFECTION DELIVERED,INFECTIONS OF GENITOURINARY TRACT IN PREGNANCY WITH DELIVERY
646.62,GU INFECTION DELIV W CMP,GU INFECTION DELIV W CMP,INFECTIONS OF GENITOURINARY TRACT IN PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.63,GU INFECTION ANTEPARTUM,GU INFECTION ANTEPARTUM,ANTEPARTUM INFECTIONS OF GENITOURINARY TRACT
646.64,GU INFECTION POSTPARTUM,GU INFECTION POSTPARTUM,POSTPARTUM INFECTIONS OF GENITOURINARY TRACT
646.7,LIVER DISORDER IN PREG UNSP,LIVER DISORDER IN PREGNANCY UNSP,LIVER DISORDERS IN PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.71,LIVER DISORDER DELIVERED,LIVER DISORDER DELIVERED,LIVER DISORDERS IN PREGNANCY WITH DELIVERY
646.73,LIVER DISORDER ANTEPART,LIVER DISORDER ANTEPART,ANTEPARTUM LIVER DISORDERS
646.8,PREG COMPLIC OT UNSPEC,PREGNANCY COMPLIC OT UNSPEC,OTHER SPECIFIED COMPLICATIONS OF PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.81,PREG COMPLIC OT DELIVERED,PREGNANCY COMPLIC OT DELIVERED,OTHER SPECIFIED COMPLICATIONS OF PREGNANCY WITH DELIVERY
646.82,PREG COMPLIC OT DEL W CMP,PREGNANCY COMPLIC OT DEL W CMP,OTHER SPECIFIED COMPLICATIONS OF PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
646.83,PREG COMPLIC OT ANTEPART,PREGNANCY COMPLIC OT ANTEPART,OTHER SPECIFIED ANTEPARTUM COMPLICATIONS
646.84,PREG COMPLIC OT POSTPART,PREGNANCY COMPLIC OT POSTPART,OTHER SPECIFIED POSTPARTUM COMPLICATIONS
646.9,PREG COMPLIC UNSP UNSPEC,PREGNANCY COMPLIC UNSP UNSPEC,UNSPECIFIED COMPLICATION OF PREGNANCY UNSPECIFIED AS TO EPISODE OF CARE
646.91,PREG COMPLIC UNSP DELIVERED,PREGNANCY COMPLIC UNSP DELIVERED,UNSPECIFIED COMPLICATION OF PREGNANCY WITH DELIVERY
646.93,PREG COMPLIC UNSP ANTEPART,PREGNANCY COMPLIC UNSP ANTEPART,UNSPECIFIED ANTEPARTUM COMPLICATION
647,SYPHILIS IN PREG UNSPEC,SYPHILIS IN PREGNANCY UNSPEC,SYPHILIS OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.01,SYPHILIS DELIVERED,SYPHILIS DELIVERED,SYPHILIS OF MOTHER COMPLICATING PREGNANCY WITH DELIVERY
647.02,SYPHILIS DELIVERED W CMP,SYPHILIS DELIVERED W CMP,SYPHILIS OF MOTHER COMPLICATING PREGNANCY WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.03,SYPHILIS ANTEPARTUM,SYPHILIS ANTEPARTUM,ANTEPARTUM SYPHILIS
647.04,SYPHILIS POSTPARTUM,SYPHILIS POSTPARTUM,POSTPARTUM SYPHILIS
647.1,GONORRHEA IN PREG UNSPEC,GONORRHEA IN PREGNANCY UNSPEC,GONORRHEA OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.11,GONORRHEA DELIVERED,GONORRHEA DELIVERED,GONORRHEA OF MOTHER WITH DELIVERY
647.12,GONORRHEA DELIVER W CMP,GONORRHEA DELIVER W CMP,GONORRHEA OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.13,GONORRHEA ANTEPARTUM,GONORRHEA ANTEPARTUM,ANTEPARTUM GONORRHEA
647.14,GONORRHEA POSTPARTUM,GONORRHEA POSTPARTUM,POSTPARTUM GONORRHEA
647.2,OT VEN DIS IN PREG UNSPEC,OT VEN DIS IN PREGNANCY UNSPEC,OTHER VENEREAL DISEASES OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.21,OT VEN DIS DELIVERED,OT VEN DIS DELIVERED,OTHER VENEREAL DISEASES OF MOTHER WITH DELIVERY
647.22,OT VEN DIS DELIVERED W CMP,OT VEN DIS DELIVERED W CMP,OTHER VENEREAL DISEASES OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.23,OT VEN DIS ANTEPARTUM,OT VEN DIS ANTEPARTUM,OTHER ANTEPARTUM VENEREAL DISEASES
647.24,OT VEN DIS POSTPARTUM,OT VEN DIS POSTPARTUM,OTHER POSTPARTUM VENEREAL DISEASES
647.3,TUBERCULOSIS IN PREG UNSP,TUBERCULOSIS IN PREGNANCY UNSP,TUBERCULOSIS OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.31,TUBERCULOSIS DELIVERED,TUBERCULOSIS DELIVERED,TUBERCULOSIS OF MOTHER WITH DELIVERY
647.32,TUBERCULOSIS DELIV W CMP,TUBERCULOSIS DELIV W CMP,TUBERCULOSIS OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.33,TUBERCULOSIS ANTEPARTUM,TUBERCULOSIS ANTEPARTUM,ANTEPARTUM TUBERCULOSIS
647.34,TUBERCULOSIS POSTPARTUM,TUBERCULOSIS POSTPARTUM,POSTPARTUM TUBERCULOSIS
647.4,MALARIA IN PREG UNSPEC,MALARIA IN PREGNANCY UNSPEC,MALARIA OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.41,MALARIA DELIVERED,MALARIA DELIVERED,MALARIA OF MOTHER WITH DELIVERY
647.42,MALARIA DELIVERED W CMP,MALARIA DELIVERED W CMP,MALARIA OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.43,MALARIA ANTEPARTUM,MALARIA ANTEPARTUM,ANTEPARTUM MALARIA
647.44,MALARIA POSTPARTUM,MALARIA POSTPARTUM,POSTPARTUM MALARIA
647.5,RUBELLA IN PREG UNSPEC,RUBELLA IN PREGNANCY UNSPEC,RUBELLA OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.51,RUBELLA DELIVERED,RUBELLA DELIVERED,RUBELLA OF MOTHER WITH DELIVERY
647.52,RUBELLA DELIVERED W CMP,RUBELLA DELIVERED W CMP,RUBELLA OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.53,ANTEPARTUM RUBELLA,ANTEPARTUM RUBELLA,ANTEPARTUM RUBELLA
647.54,POSTPARTUM RUBELLA,POSTPARTUM RUBELLA,POSTPARTUM RUBELLA
647.6,OT VIRUS IN PREG UNSPEC,OTHER VIRUS IN PREG UNSPEC,OTHER VIRAL DISEASES OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.61,OT VIRAL DIS DELIVERED,OTHER VIRAL DISEASE DELIVERED,OTHER VIRAL DISEASES OF MOTHER WITH DELIVERY
647.62,OT VIRAL DIS DEL W CMP,OTHER VIRAL DISEASE DEL W CMP,OTHER VIRAL DISEASES OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.63,OT VIRAL DIS ANTEPARTUM,OTHER VIRAL DISEASE ANTEPARTUM,OTHER ANTEPARTUM VIRAL DISEASES
647.64,OT VIRAL DIS POSTPARTUM,OTHER VIRAL DISEASE POSTPARTUM,OTHER POSTPARTUM VIRAL DISEASES
647.8,INFECTION IN PREG OT UNSP,INFECTION IN PREG OTHER UNSP,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.81,INFECTN DIS OT DELIVERED,INFECTION DISEASE OTHER DELIVERED,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES OF MOTHER WITH DELIVERY
647.82,INFECTN DIS OT DEL W CMP,INFECTION DISEASE OTHER DEL W CMP,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.83,INFECTN DIS OT ANTEPART,INFECTION DISEASE OTHER ANTEPART,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES OF MOTHER ANTEPARTUM
647.84,INFECTN DIS OT POSTPART,INFECTION DISEASE OTHER POSTPART,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES OF MOTHER POSTPARTUM
647.9,INFECTN IN PREG UNSP UNSP,INFECTION IN PREG UNSP UNSP,UNSPECIFIED INFECTION OR INFESTATION OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
647.91,INFECTN UNSP DELIVERED,INFECTION UNSP DELIVERED,UNSPECIFIED INFECTION OR INFESTATION OF MOTHER WITH DELIVERY
647.92,INFECTN UNSP DELIVER W CMP,INFECTION UNSP DELIVER W CMP,UNSPECIFIED INFECTION OR INFESTATION OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
647.93,INFECTN UNSP ANTEPARTUM,INFECTION UNSP ANTEPARTUM,UNSPECIFIED INFECTION OR INFESTATION OF MOTHER ANTEPARTUM
647.94,INFECTN UNSP POSTPARTUM,INFECTION UNSP POSTPARTUM,UNSPECIFIED INFECTION OR INFESTATION OF MOTHER POSTPARTUM
648,DIABETES IN PREG UNSPEC,DIABETES IN PREG UNSPEC,DIABETES MELLITUS OF MOTHER COMPLICATING PREGNANCY CHILDBIRTH OR THE PUERPERIUM UNSPECIFIED AS TO EPISODE OF CARE
648.01,DIABETES DELIVERED,DIABETES DELIVERED,DIABETES MELLITUS OF MOTHER WITH DELIVERY
648.02,DIABETES DELIVERED W CMP,DIABETES DELIVERED W CMP,DIABETES MELLITUS OF MOTHER WITH DELIVERY WITH POSTPARTUM COMPLICATION
648.03,DIABETES ANTEPARTUM,DIABETES ANTEPARTUM,ANTEPARTUM DIABETES MELLITUS
648.04,DIABETES POSTPARTUM,DIABETES POSTPARTUM,POSTPARTUM DIABETES MELLITUS
